ID,Task,Subject Name,Experiment,Objects,Trial,Annotation file
539,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 30 into bowl 19 \n,BBM07,Expt 1 (Pouring),Bowl and Gelatin box,Trial 10,Trial 10.xml
540,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 6 into bowl 19 \n,BBM07,Expt 1 (Pouring),Bowl and Cracker box,Trial 1,Trial 1.xml
541,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 5 into bowl 6 \n,BBM07,Expt 1 (Pouring),Bowl and Cracker box,Trial 2,Trial 2.xml
542,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 27 into bowl 17 \n,BBM07,Expt 1 (Pouring),Bowl and Cracker box,Trial 3,Trial 3.xml
543,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 16 into bowl 3 \n,BBM07,Expt 1 (Pouring),Bowl and Cracker box,Trial 4,Trial 4.xml
544,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 15 into bowl 6 \n,BBM07,Expt 1 (Pouring),Bowl and Cracker box,Trial 5,Trial 5.xml
545,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 31 into bowl 3 \n,BBM07,Expt 1 (Pouring),Bowl and Cracker box,Trial 6,Trial 6.xml
546,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 5 into bowl 31 \n,BBM07,Expt 1 (Pouring),Bowl and Cracker box,Trial 7,Trial 7.xml
547,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 6 into bowl 4 \n,BBM07,Expt 1 (Pouring),Bowl and Cracker box,Trial 8,Trial 8.xml
548,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 2 into bowl 21 \n,BBM07,Expt 1 (Pouring),Bowl and Cracker box,Trial 9,Trial 9.xml
549,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 3 into bowl 25 \n,BBM07,Expt 1 (Pouring),Bowl and Cracker box,Trial 10,Trial 10.xml
550,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 8 into mug 30 \n,BBM08,Expt 1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
551,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 8 into mug 1 \n,BBM08,Expt 1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
552,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 21 into mug 29 \n,BBM08,Expt 1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
553,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 12 into mug 21 \n,BBM08,Expt 1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
554,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 9 into mug 18 \n,BBM08,Expt 1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
555,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 11 into mug 29 \n,BBM08,Expt 1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
556,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 8 into mug 23 \n,BBM08,Expt 1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
557,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 2 into mug 8 \n,BBM08,Expt 1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
558,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 15 into mug 7 \n,BBM08,Expt 1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
559,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 10 into mug 11 \n,BBM08,Expt 1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
560,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 4 into mug 11 \n,BBM08,Expt 1 (Pouring),Mug and Sugar box,Trial 1,Trial 1.xml
561,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 26 into mug 30 \n,BBM08,Expt 1 (Pouring),Mug and Sugar box,Trial 2,Trial 2.xml
562,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 26 into mug 10 \n,BBM08,Expt 1 (Pouring),Mug and Sugar box,Trial 3,Trial 3.xml
563,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 7 into mug 23 \n,BBM08,Expt 1 (Pouring),Mug and Sugar box,Trial 4,Trial 4.xml
564,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 21 into mug 27 \n,BBM08,Expt 1 (Pouring),Mug and Sugar box,Trial 5,Trial 5.xml
565,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 30 into mug 26 \n,BBM08,Expt 1 (Pouring),Mug and Sugar box,Trial 6,Trial 6.xml
566,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 8 into mug 5 \n,BBM08,Expt 1 (Pouring),Mug and Sugar box,Trial 7,Trial 7.xml
567,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 13 into mug 30 \n,BBM08,Expt 1 (Pouring),Mug and Sugar box,Trial 8,Trial 8.xml
568,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 24 into mug 27 \n,BBM08,Expt 1 (Pouring),Mug and Sugar box,Trial 9,Trial 9.xml
569,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 15 into mug 26 \n,BBM08,Expt 1 (Pouring),Mug and Sugar box,Trial 10,Trial 10.xml
570,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 5 into bowl 32 \n,BBM08,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 1,Trial 1.xml
571,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 15 into bowl 4 \n,BBM08,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 2,Trial 2.xml
572,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 26 into bowl 30 \n,BBM08,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 3,Trial 3.xml
573,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 18 into bowl 8 \n,BBM08,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 4,Trial 4.xml
574,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 24 into bowl 14 \n,BBM08,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 5,Trial 5.xml
575,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 32 into bowl 12 \n,BBM08,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 6,Trial 6.xml
576,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 31 into bowl 14 \n,BBM08,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 7,Trial 7.xml
577,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 13 into bowl 30 \n,BBM08,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 8,Trial 8.xml
578,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 15 into bowl 4 \n,BBM08,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 9,Trial 9.xml
579,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 25 into bowl 15 \n,BBM08,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 10,Trial 10.xml
580,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handleft bowl to pour tomato_soup_can 22 into bowl 18 \n,BBM08,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 1,Trial 1.xml
581,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handleft bowl to pour tomato_soup_can 12 into bowl 18 \n,BBM08,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 2,Trial 2.xml
582,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 11 into bowl 16 \n,BBM08,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 3,Trial 3.xml
583,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handleft bowl to pour tomato_soup_can 3 into bowl 17 \n,BBM08,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 4,Trial 4.xml
584,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 19 into bowl 11 \n,BBM08,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 5,Trial 5.xml
585,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 26 into bowl 20 \n,BBM08,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 6,Trial 6.xml
586,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 18 into bowl 31 \n,BBM08,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 7,Trial 7.xml
587,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handleft bowl to pour tomato_soup_can 32 into bowl 12 \n,BBM08,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 8,Trial 8.xml
588,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright bowl to pour tomato_soup_can 13 into bowl 26 \n,BBM08,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 9,Trial 9.xml
589,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 3 into bowl 28 \n,BBM08,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 10,Trial 10.xml
590,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 18 into bowl 3 \n,BBM08,Expt 1 (Pouring),Bowl and Pudding box,Trial 1,Trial 1.xml
591,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 12 into bowl 8 \n,BBM08,Expt 1 (Pouring),Bowl and Pudding box,Trial 2,Trial 2.xml
592,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 25 into bowl 32 \n,BBM08,Expt 1 (Pouring),Bowl and Pudding box,Trial 3,Trial 3.xml
593,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 6 into bowl 24 \n,BBM08,Expt 1 (Pouring),Bowl and Pudding box,Trial 4,Trial 4.xml
594,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 14 into bowl 17 \n,BBM08,Expt 1 (Pouring),Bowl and Pudding box,Trial 5,Trial 5.xml
595,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 12 into bowl 2 \n,BBM08,Expt 1 (Pouring),Bowl and Pudding box,Trial 6,Trial 6.xml
596,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 5 into bowl 13 \n,BBM08,Expt 1 (Pouring),Bowl and Pudding box,Trial 7,Trial 7.xml
597,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 23 into bowl 3 \n,BBM08,Expt 1 (Pouring),Bowl and Pudding box,Trial 8,Trial 8.xml
598,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 12 into bowl 15 \n,BBM08,Expt 1 (Pouring),Bowl and Pudding box,Trial 9,Trial 9.xml
599,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 31 into bowl 20 \n,BBM08,Expt 1 (Pouring),Bowl and Pudding box,Trial 10,Trial 10.xml
600,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 32 into bowl 31 \n,BBM08,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 1,Trial 1.xml
601,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 7 into bowl 27 \n,BBM08,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 2,Trial 2.xml
602,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 2 into bowl 7 \n,BBM08,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 3,Trial 3.xml
603,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 3 into bowl 7 \n,BBM08,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 4,Trial 4.xml
604,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 27 into bowl 6 \n,BBM08,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 5,Trial 5.xml
605,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 23 into bowl 32 \n,BBM08,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 6,Trial 6.xml
606,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 12 into bowl 25 \n,BBM08,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 7,Trial 7.xml
607,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 17 into bowl 13 \n,BBM08,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 8,Trial 8.xml
608,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 1 into bowl 7 \n,BBM08,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 9,Trial 9.xml
609,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 29 into bowl 9 \n,BBM08,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 10,Trial 10.xml
610,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 16 into bowl 3 \n,BBM08,Expt 1 (Pouring),Bowl and Gelatin box,Trial 1,Trial 1.xml
611,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 32 into bowl 3 \n,BBM08,Expt 1 (Pouring),Bowl and Gelatin box,Trial 2,Trial 2.xml
612,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 6 into bowl 26 \n,BBM08,Expt 1 (Pouring),Bowl and Gelatin box,Trial 3,Trial 3.xml
613,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 29 into bowl 22 \n,BBM08,Expt 1 (Pouring),Bowl and Gelatin box,Trial 4,Trial 4.xml
614,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 21 into bowl 8 \n,BBM08,Expt 1 (Pouring),Bowl and Gelatin box,Trial 5,Trial 5.xml
615,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 11 into bowl 16 \n,BBM08,Expt 1 (Pouring),Bowl and Gelatin box,Trial 6,Trial 6.xml
616,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 10 into bowl 14 \n,BBM08,Expt 1 (Pouring),Bowl and Gelatin box,Trial 7,Trial 7.xml
617,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 25 into bowl 1 \n,BBM08,Expt 1 (Pouring),Bowl and Gelatin box,Trial 8,Trial 8.xml
618,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 10 into bowl 23 \n,BBM08,Expt 1 (Pouring),Bowl and Gelatin box,Trial 9,Trial 9.xml
619,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 6 into bowl 4 \n,BBM08,Expt 1 (Pouring),Bowl and Gelatin box,Trial 10,Trial 10.xml
620,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 9 into bowl 26 \n,BBM08,Expt 1 (Pouring),Bowl and Cracker box,Trial 1,Trial 1.xml
621,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 16 into bowl 2 \n,BBM08,Expt 1 (Pouring),Bowl and Cracker box,Trial 2,Trial 2.xml
622,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 22 into bowl 16 \n,BBM08,Expt 1 (Pouring),Bowl and Cracker box,Trial 3,Trial 3.xml
623,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 27 into bowl 14 \n,BBM08,Expt 1 (Pouring),Bowl and Cracker box,Trial 4,Trial 4.xml
624,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 3 into bowl 27 \n,BBM08,Expt 1 (Pouring),Bowl and Cracker box,Trial 5,Trial 5.xml
625,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 24 into bowl 7 \n,BBM08,Expt 1 (Pouring),Bowl and Cracker box,Trial 6,Trial 6.xml
626,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 8 into bowl 20 \n,BBM08,Expt 1 (Pouring),Bowl and Cracker box,Trial 7,Trial 7.xml
627,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 32 into bowl 7 \n,BBM08,Expt 1 (Pouring),Bowl and Cracker box,Trial 8,Trial 8.xml
628,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 8 into bowl 19 \n,BBM08,Expt 1 (Pouring),Bowl and Cracker box,Trial 9,Trial 9.xml
629,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 19 into bowl 22 \n,BBM08,Expt 1 (Pouring),Bowl and Cracker box,Trial 10,Trial 10.xml
630,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 14 into mug 29 \n,BBM09,Expt 1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
631,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 32 into mug 7 \n,BBM09,Expt 1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
632,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 8 into mug 23 \n,BBM09,Expt 1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
633,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 8 into mug 31 \n,BBM09,Expt 1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
634,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 5 into mug 18 \n,BBM09,Expt 1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
635,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 14 into mug 16 \n,BBM09,Expt 1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
636,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 4 into mug 26 \n,BBM09,Expt 1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
637,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 18 into mug 19 \n,BBM09,Expt 1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
638,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 17 into mug 21 \n,BBM09,Expt 1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
639,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 15 into mug 25 \n,BBM09,Expt 1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
640,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 5 into mug 3 \n,BBM09,Expt 1 (Pouring),Mug and Sugar box,Trial 1,Trial 1.xml
641,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 28 into mug 2 \n,BBM09,Expt 1 (Pouring),Mug and Sugar box,Trial 2,Trial 2.xml
642,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 20 into mug 27 \n,BBM09,Expt 1 (Pouring),Mug and Sugar box,Trial 3,Trial 3.xml
643,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handright mug to pour sugar_box 26 into mug 4 \n,BBM09,Expt 1 (Pouring),Mug and Sugar box,Trial 4,Trial 4.xml
644,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handright mug to pour sugar_box 6 into mug 15 \n,BBM09,Expt 1 (Pouring),Mug and Sugar box,Trial 5,Trial 5.xml
645,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handright mug to pour sugar_box 12 into mug 28 \n,BBM09,Expt 1 (Pouring),Mug and Sugar box,Trial 6,Trial 6.xml
646,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handright mug to pour sugar_box 4 into mug 20 \n,BBM09,Expt 1 (Pouring),Mug and Sugar box,Trial 7,Trial 7.xml
647,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handright mug to pour sugar_box 20 into mug 31 \n,BBM09,Expt 1 (Pouring),Mug and Sugar box,Trial 8,Trial 8.xml
648,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 12 into mug 11 \n,BBM09,Expt 1 (Pouring),Mug and Sugar box,Trial 9,Trial 9.xml
649,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handright mug to pour sugar_box 25 into mug 4 \n,BBM09,Expt 1 (Pouring),Mug and Sugar box,Trial 10,Trial 10.xml
650,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 14 into bowl 8 \n,BBM09,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 1,Trial 1.xml
651,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 6 into bowl 12 \n,BBM09,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 2,Trial 2.xml
652,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 15 into bowl 22 \n,BBM09,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 3,Trial 3.xml
653,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 15 into bowl 27 \n,BBM09,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 4,Trial 4.xml
654,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 1 into bowl 27 \n,BBM09,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 5,Trial 5.xml
655,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 6 into bowl 20 \n,BBM09,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 6,Trial 6.xml
656,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 12 into bowl 19 \n,BBM09,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 7,Trial 7.xml
657,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 19 into bowl 4 \n,BBM09,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 8,Trial 8.xml
658,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 17 into bowl 30 \n,BBM09,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 9,Trial 9.xml
