ID,Ours,PDDL
3696,to pour pudding_box 10 into bowl 19 \n,(:goal (and (poured pudding_box 10 bowl 19)))) \n
3697,to pour pudding_box 10 into bowl 22 \n,(:goal (and (poured pudding_box 10 bowl 22)))) \n
3698,to pour pudding_box 10 into bowl 23 \n,(:goal (and (poured pudding_box 10 bowl 23)))) \n
3699,to pour pudding_box 10 into bowl 24 \n,(:goal (and (poured pudding_box 10 bowl 24)))) \n
3700,to pour pudding_box 10 into bowl 25 \n,(:goal (and (poured pudding_box 10 bowl 25)))) \n
3701,to pour pudding_box 10 into bowl 26 \n,(:goal (and (poured pudding_box 10 bowl 26)))) \n
3702,to pour pudding_box 10 into bowl 27 \n,(:goal (and (poured pudding_box 10 bowl 27)))) \n
3703,to pour pudding_box 10 into bowl 28 \n,(:goal (and (poured pudding_box 10 bowl 28)))) \n
3704,to pour pudding_box 10 into bowl 29 \n,(:goal (and (poured pudding_box 10 bowl 29)))) \n
3705,to pour pudding_box 10 into bowl 30 \n,(:goal (and (poured pudding_box 10 bowl 30)))) \n
3706,to pour pudding_box 10 into bowl 31 \n,(:goal (and (poured pudding_box 10 bowl 31)))) \n
3707,to pour pudding_box 10 into bowl 32 \n,(:goal (and (poured pudding_box 10 bowl 32)))) \n
3708,to pour pudding_box 11 into bowl 1 \n,(:goal (and (poured pudding_box 11 bowl 1)))) \n
3709,to pour pudding_box 11 into bowl 2 \n,(:goal (and (poured pudding_box 11 bowl 2)))) \n
3710,to pour pudding_box 11 into bowl 3 \n,(:goal (and (poured pudding_box 11 bowl 3)))) \n
3711,to pour pudding_box 11 into bowl 4 \n,(:goal (and (poured pudding_box 11 bowl 4)))) \n
3712,to pour pudding_box 11 into bowl 5 \n,(:goal (and (poured pudding_box 11 bowl 5)))) \n
3713,to pour pudding_box 11 into bowl 6 \n,(:goal (and (poured pudding_box 11 bowl 6)))) \n
3714,to pour pudding_box 11 into bowl 7 \n,(:goal (and (poured pudding_box 11 bowl 7)))) \n
3715,to pour pudding_box 11 into bowl 8 \n,(:goal (and (poured pudding_box 11 bowl 8)))) \n
3716,to pour pudding_box 11 into bowl 9 \n,(:goal (and (poured pudding_box 11 bowl 9)))) \n
3717,to pour pudding_box 11 into bowl 10 \n,(:goal (and (poured pudding_box 11 bowl 10)))) \n
3718,to pour pudding_box 11 into bowl 12 \n,(:goal (and (poured pudding_box 11 bowl 12)))) \n
3719,to pour pudding_box 11 into bowl 13 \n,(:goal (and (poured pudding_box 11 bowl 13)))) \n
3720,to pour pudding_box 11 into bowl 14 \n,(:goal (and (poured pudding_box 11 bowl 14)))) \n
3721,to pour pudding_box 11 into bowl 15 \n,(:goal (and (poured pudding_box 11 bowl 15)))) \n
3722,to pour pudding_box 11 into bowl 17 \n,(:goal (and (poured pudding_box 11 bowl 17)))) \n
3723,to pour pudding_box 11 into bowl 19 \n,(:goal (and (poured pudding_box 11 bowl 19)))) \n
3724,to pour pudding_box 11 into bowl 20 \n,(:goal (and (poured pudding_box 11 bowl 20)))) \n
3725,to pour pudding_box 11 into bowl 21 \n,(:goal (and (poured pudding_box 11 bowl 21)))) \n
3726,to pour pudding_box 11 into bowl 22 \n,(:goal (and (poured pudding_box 11 bowl 22)))) \n
3727,to pour pudding_box 11 into bowl 23 \n,(:goal (and (poured pudding_box 11 bowl 23)))) \n
3728,to pour pudding_box 11 into bowl 24 \n,(:goal (and (poured pudding_box 11 bowl 24)))) \n
3729,to pour pudding_box 11 into bowl 25 \n,(:goal (and (poured pudding_box 11 bowl 25)))) \n
3730,to pour pudding_box 11 into bowl 26 \n,(:goal (and (poured pudding_box 11 bowl 26)))) \n
3731,to pour pudding_box 11 into bowl 27 \n,(:goal (and (poured pudding_box 11 bowl 27)))) \n
3732,to pour pudding_box 11 into bowl 28 \n,(:goal (and (poured pudding_box 11 bowl 28)))) \n
3733,to pour pudding_box 11 into bowl 29 \n,(:goal (and (poured pudding_box 11 bowl 29)))) \n
3734,to pour pudding_box 11 into bowl 30 \n,(:goal (and (poured pudding_box 11 bowl 30)))) \n
3735,to pour pudding_box 11 into bowl 31 \n,(:goal (and (poured pudding_box 11 bowl 31)))) \n
3736,to pour pudding_box 11 into bowl 32 \n,(:goal (and (poured pudding_box 11 bowl 32)))) \n
3737,to pour pudding_box 12 into bowl 1 \n,(:goal (and (poured pudding_box 12 bowl 1)))) \n
3738,to pour pudding_box 12 into bowl 3 \n,(:goal (and (poured pudding_box 12 bowl 3)))) \n
3739,to pour pudding_box 12 into bowl 4 \n,(:goal (and (poured pudding_box 12 bowl 4)))) \n
3740,to pour pudding_box 12 into bowl 5 \n,(:goal (and (poured pudding_box 12 bowl 5)))) \n
3741,to pour pudding_box 12 into bowl 6 \n,(:goal (and (poured pudding_box 12 bowl 6)))) \n
3742,to pour pudding_box 12 into bowl 7 \n,(:goal (and (poured pudding_box 12 bowl 7)))) \n
3743,to pour pudding_box 12 into bowl 9 \n,(:goal (and (poured pudding_box 12 bowl 9)))) \n
3744,to pour pudding_box 12 into bowl 10 \n,(:goal (and (poured pudding_box 12 bowl 10)))) \n
3745,to pour pudding_box 12 into bowl 11 \n,(:goal (and (poured pudding_box 12 bowl 11)))) \n
3746,to pour pudding_box 12 into bowl 13 \n,(:goal (and (poured pudding_box 12 bowl 13)))) \n
3747,to pour pudding_box 12 into bowl 14 \n,(:goal (and (poured pudding_box 12 bowl 14)))) \n
3748,to pour pudding_box 12 into bowl 16 \n,(:goal (and (poured pudding_box 12 bowl 16)))) \n
3749,to pour pudding_box 12 into bowl 18 \n,(:goal (and (poured pudding_box 12 bowl 18)))) \n
3750,to pour pudding_box 12 into bowl 19 \n,(:goal (and (poured pudding_box 12 bowl 19)))) \n
3751,to pour pudding_box 12 into bowl 22 \n,(:goal (and (poured pudding_box 12 bowl 22)))) \n
3752,to pour pudding_box 12 into bowl 23 \n,(:goal (and (poured pudding_box 12 bowl 23)))) \n
3753,to pour pudding_box 12 into bowl 24 \n,(:goal (and (poured pudding_box 12 bowl 24)))) \n
3754,to pour pudding_box 12 into bowl 25 \n,(:goal (and (poured pudding_box 12 bowl 25)))) \n
3755,to pour pudding_box 12 into bowl 26 \n,(:goal (and (poured pudding_box 12 bowl 26)))) \n
3756,to pour pudding_box 12 into bowl 27 \n,(:goal (and (poured pudding_box 12 bowl 27)))) \n
3757,to pour pudding_box 12 into bowl 28 \n,(:goal (and (poured pudding_box 12 bowl 28)))) \n
3758,to pour pudding_box 12 into bowl 30 \n,(:goal (and (poured pudding_box 12 bowl 30)))) \n
3759,to pour pudding_box 12 into bowl 31 \n,(:goal (and (poured pudding_box 12 bowl 31)))) \n
3760,to pour pudding_box 12 into bowl 32 \n,(:goal (and (poured pudding_box 12 bowl 32)))) \n
3761,to pour pudding_box 13 into bowl 1 \n,(:goal (and (poured pudding_box 13 bowl 1)))) \n
3762,to pour pudding_box 13 into bowl 2 \n,(:goal (and (poured pudding_box 13 bowl 2)))) \n
3763,to pour pudding_box 13 into bowl 4 \n,(:goal (and (poured pudding_box 13 bowl 4)))) \n
3764,to pour pudding_box 13 into bowl 5 \n,(:goal (and (poured pudding_box 13 bowl 5)))) \n
3765,to pour pudding_box 13 into bowl 6 \n,(:goal (and (poured pudding_box 13 bowl 6)))) \n
3766,to pour pudding_box 13 into bowl 8 \n,(:goal (and (poured pudding_box 13 bowl 8)))) \n
3767,to pour pudding_box 13 into bowl 10 \n,(:goal (and (poured pudding_box 13 bowl 10)))) \n
3768,to pour pudding_box 13 into bowl 11 \n,(:goal (and (poured pudding_box 13 bowl 11)))) \n
3769,to pour pudding_box 13 into bowl 12 \n,(:goal (and (poured pudding_box 13 bowl 12)))) \n
3770,to pour pudding_box 13 into bowl 14 \n,(:goal (and (poured pudding_box 13 bowl 14)))) \n
3771,to pour pudding_box 13 into bowl 15 \n,(:goal (and (poured pudding_box 13 bowl 15)))) \n
3772,to pour pudding_box 13 into bowl 16 \n,(:goal (and (poured pudding_box 13 bowl 16)))) \n
3773,to pour pudding_box 13 into bowl 17 \n,(:goal (and (poured pudding_box 13 bowl 17)))) \n
3774,to pour pudding_box 13 into bowl 18 \n,(:goal (and (poured pudding_box 13 bowl 18)))) \n
3775,to pour pudding_box 13 into bowl 19 \n,(:goal (and (poured pudding_box 13 bowl 19)))) \n
3776,to pour pudding_box 13 into bowl 20 \n,(:goal (and (poured pudding_box 13 bowl 20)))) \n
3777,to pour pudding_box 13 into bowl 21 \n,(:goal (and (poured pudding_box 13 bowl 21)))) \n
3778,to pour pudding_box 13 into bowl 22 \n,(:goal (and (poured pudding_box 13 bowl 22)))) \n
3779,to pour pudding_box 13 into bowl 23 \n,(:goal (and (poured pudding_box 13 bowl 23)))) \n
3780,to pour pudding_box 13 into bowl 24 \n,(:goal (and (poured pudding_box 13 bowl 24)))) \n
3781,to pour pudding_box 13 into bowl 25 \n,(:goal (and (poured pudding_box 13 bowl 25)))) \n
3782,to pour pudding_box 13 into bowl 26 \n,(:goal (and (poured pudding_box 13 bowl 26)))) \n
3783,to pour pudding_box 13 into bowl 27 \n,(:goal (and (poured pudding_box 13 bowl 27)))) \n
3784,to pour pudding_box 13 into bowl 28 \n,(:goal (and (poured pudding_box 13 bowl 28)))) \n
3785,to pour pudding_box 13 into bowl 29 \n,(:goal (and (poured pudding_box 13 bowl 29)))) \n
3786,to pour pudding_box 13 into bowl 30 \n,(:goal (and (poured pudding_box 13 bowl 30)))) \n
3787,to pour pudding_box 13 into bowl 31 \n,(:goal (and (poured pudding_box 13 bowl 31)))) \n
3788,to pour pudding_box 13 into bowl 32 \n,(:goal (and (poured pudding_box 13 bowl 32)))) \n
3789,to pour pudding_box 14 into bowl 1 \n,(:goal (and (poured pudding_box 14 bowl 1)))) \n
3790,to pour pudding_box 14 into bowl 2 \n,(:goal (and (poured pudding_box 14 bowl 2)))) \n
3791,to pour pudding_box 14 into bowl 3 \n,(:goal (and (poured pudding_box 14 bowl 3)))) \n
3792,to pour pudding_box 14 into bowl 4 \n,(:goal (and (poured pudding_box 14 bowl 4)))) \n
3793,to pour pudding_box 14 into bowl 5 \n,(:goal (and (poured pudding_box 14 bowl 5)))) \n
3794,to pour pudding_box 14 into bowl 6 \n,(:goal (and (poured pudding_box 14 bowl 6)))) \n
3795,to pour pudding_box 14 into bowl 7 \n,(:goal (and (poured pudding_box 14 bowl 7)))) \n
3796,to pour pudding_box 14 into bowl 8 \n,(:goal (and (poured pudding_box 14 bowl 8)))) \n
3797,to pour pudding_box 14 into bowl 9 \n,(:goal (and (poured pudding_box 14 bowl 9)))) \n
3798,to pour pudding_box 14 into bowl 10 \n,(:goal (and (poured pudding_box 14 bowl 10)))) \n
3799,to pour pudding_box 14 into bowl 11 \n,(:goal (and (poured pudding_box 14 bowl 11)))) \n
3800,to pour pudding_box 14 into bowl 12 \n,(:goal (and (poured pudding_box 14 bowl 12)))) \n
3801,to pour pudding_box 14 into bowl 13 \n,(:goal (and (poured pudding_box 14 bowl 13)))) \n
3802,to pour pudding_box 14 into bowl 15 \n,(:goal (and (poured pudding_box 14 bowl 15)))) \n
3803,to pour pudding_box 14 into bowl 16 \n,(:goal (and (poured pudding_box 14 bowl 16)))) \n
3804,to pour pudding_box 14 into bowl 18 \n,(:goal (and (poured pudding_box 14 bowl 18)))) \n
3805,to pour pudding_box 14 into bowl 19 \n,(:goal (and (poured pudding_box 14 bowl 19)))) \n
3806,to pour pudding_box 14 into bowl 20 \n,(:goal (and (poured pudding_box 14 bowl 20)))) \n
3807,to pour pudding_box 14 into bowl 22 \n,(:goal (and (poured pudding_box 14 bowl 22)))) \n
3808,to pour pudding_box 14 into bowl 23 \n,(:goal (and (poured pudding_box 14 bowl 23)))) \n
3809,to pour pudding_box 14 into bowl 24 \n,(:goal (and (poured pudding_box 14 bowl 24)))) \n
3810,to pour pudding_box 14 into bowl 26 \n,(:goal (and (poured pudding_box 14 bowl 26)))) \n
3811,to pour pudding_box 14 into bowl 27 \n,(:goal (and (poured pudding_box 14 bowl 27)))) \n
3812,to pour pudding_box 14 into bowl 28 \n,(:goal (and (poured pudding_box 14 bowl 28)))) \n
3813,to pour pudding_box 14 into bowl 29 \n,(:goal (and (poured pudding_box 14 bowl 29)))) \n
3814,to pour pudding_box 14 into bowl 30 \n,(:goal (and (poured pudding_box 14 bowl 30)))) \n
3815,to pour pudding_box 14 into bowl 31 \n,(:goal (and (poured pudding_box 14 bowl 31)))) \n
3816,to pour pudding_box 15 into bowl 1 \n,(:goal (and (poured pudding_box 15 bowl 1)))) \n
3817,to pour pudding_box 15 into bowl 3 \n,(:goal (and (poured pudding_box 15 bowl 3)))) \n
3818,to pour pudding_box 15 into bowl 4 \n,(:goal (and (poured pudding_box 15 bowl 4)))) \n
3819,to pour pudding_box 15 into bowl 5 \n,(:goal (and (poured pudding_box 15 bowl 5)))) \n
3820,to pour pudding_box 15 into bowl 6 \n,(:goal (and (poured pudding_box 15 bowl 6)))) \n
3821,to pour pudding_box 15 into bowl 7 \n,(:goal (and (poured pudding_box 15 bowl 7)))) \n
3822,to pour pudding_box 15 into bowl 8 \n,(:goal (and (poured pudding_box 15 bowl 8)))) \n
3823,to pour pudding_box 15 into bowl 9 \n,(:goal (and (poured pudding_box 15 bowl 9)))) \n
3824,to pour pudding_box 15 into bowl 10 \n,(:goal (and (poured pudding_box 15 bowl 10)))) \n
3825,to pour pudding_box 15 into bowl 11 \n,(:goal (and (poured pudding_box 15 bowl 11)))) \n
3826,to pour pudding_box 15 into bowl 12 \n,(:goal (and (poured pudding_box 15 bowl 12)))) \n
3827,to pour pudding_box 15 into bowl 13 \n,(:goal (and (poured pudding_box 15 bowl 13)))) \n
3828,to pour pudding_box 15 into bowl 14 \n,(:goal (and (poured pudding_box 15 bowl 14)))) \n
3829,to pour pudding_box 15 into bowl 16 \n,(:goal (and (poured pudding_box 15 bowl 16)))) \n
3830,to pour pudding_box 15 into bowl 17 \n,(:goal (and (poured pudding_box 15 bowl 17)))) \n
3831,to pour pudding_box 15 into bowl 18 \n,(:goal (and (poured pudding_box 15 bowl 18)))) \n
3832,to pour pudding_box 15 into bowl 19 \n,(:goal (and (poured pudding_box 15 bowl 19)))) \n
3833,to pour pudding_box 15 into bowl 20 \n,(:goal (and (poured pudding_box 15 bowl 20)))) \n
3834,to pour pudding_box 15 into bowl 21 \n,(:goal (and (poured pudding_box 15 bowl 21)))) \n
3835,to pour pudding_box 15 into bowl 22 \n,(:goal (and (poured pudding_box 15 bowl 22)))) \n
3836,to pour pudding_box 15 into bowl 23 \n,(:goal (and (poured pudding_box 15 bowl 23)))) \n
3837,to pour pudding_box 15 into bowl 26 \n,(:goal (and (poured pudding_box 15 bowl 26)))) \n
3838,to pour pudding_box 15 into bowl 27 \n,(:goal (and (poured pudding_box 15 bowl 27)))) \n
3839,to pour pudding_box 15 into bowl 28 \n,(:goal (and (poured pudding_box 15 bowl 28)))) \n
3840,to pour pudding_box 15 into bowl 30 \n,(:goal (and (poured pudding_box 15 bowl 30)))) \n
3841,to pour pudding_box 15 into bowl 31 \n,(:goal (and (poured pudding_box 15 bowl 31)))) \n
3842,to pour pudding_box 15 into bowl 32 \n,(:goal (and (poured pudding_box 15 bowl 32)))) \n
3843,to pour pudding_box 16 into bowl 2 \n,(:goal (and (poured pudding_box 16 bowl 2)))) \n
3844,to pour pudding_box 16 into bowl 3 \n,(:goal (and (poured pudding_box 16 bowl 3)))) \n
3845,to pour pudding_box 16 into bowl 4 \n,(:goal (and (poured pudding_box 16 bowl 4)))) \n
3846,to pour pudding_box 16 into bowl 5 \n,(:goal (and (poured pudding_box 16 bowl 5)))) \n
3847,to pour pudding_box 16 into bowl 6 \n,(:goal (and (poured pudding_box 16 bowl 6)))) \n
3848,to pour pudding_box 16 into bowl 7 \n,(:goal (and (poured pudding_box 16 bowl 7)))) \n
3849,to pour pudding_box 16 into bowl 8 \n,(:goal (and (poured pudding_box 16 bowl 8)))) \n
3850,to pour pudding_box 16 into bowl 9 \n,(:goal (and (poured pudding_box 16 bowl 9)))) \n
3851,to pour pudding_box 16 into bowl 10 \n,(:goal (and (poured pudding_box 16 bowl 10)))) \n
3852,to pour pudding_box 16 into bowl 11 \n,(:goal (and (poured pudding_box 16 bowl 11)))) \n
3853,to pour pudding_box 16 into bowl 12 \n,(:goal (and (poured pudding_box 16 bowl 12)))) \n
3854,to pour pudding_box 16 into bowl 13 \n,(:goal (and (poured pudding_box 16 bowl 13)))) \n
3855,to pour pudding_box 16 into bowl 15 \n,(:goal (and (poured pudding_box 16 bowl 15)))) \n
3856,to pour pudding_box 16 into bowl 17 \n,(:goal (and (poured pudding_box 16 bowl 17)))) \n
3857,to pour pudding_box 16 into bowl 18 \n,(:goal (and (poured pudding_box 16 bowl 18)))) \n
3858,to pour pudding_box 16 into bowl 19 \n,(:goal (and (poured pudding_box 16 bowl 19)))) \n
3859,to pour pudding_box 16 into bowl 20 \n,(:goal (and (poured pudding_box 16 bowl 20)))) \n
3860,to pour pudding_box 16 into bowl 21 \n,(:goal (and (poured pudding_box 16 bowl 21)))) \n
3861,to pour pudding_box 16 into bowl 23 \n,(:goal (and (poured pudding_box 16 bowl 23)))) \n
3862,to pour pudding_box 16 into bowl 25 \n,(:goal (and (poured pudding_box 16 bowl 25)))) \n
3863,to pour pudding_box 16 into bowl 26 \n,(:goal (and (poured pudding_box 16 bowl 26)))) \n
3864,to pour pudding_box 16 into bowl 27 \n,(:goal (and (poured pudding_box 16 bowl 27)))) \n
3865,to pour pudding_box 16 into bowl 28 \n,(:goal (and (poured pudding_box 16 bowl 28)))) \n
3866,to pour pudding_box 16 into bowl 29 \n,(:goal (and (poured pudding_box 16 bowl 29)))) \n
3867,to pour pudding_box 16 into bowl 30 \n,(:goal (and (poured pudding_box 16 bowl 30)))) \n
3868,to pour pudding_box 16 into bowl 31 \n,(:goal (and (poured pudding_box 16 bowl 31)))) \n
3869,to pour pudding_box 16 into bowl 32 \n,(:goal (and (poured pudding_box 16 bowl 32)))) \n
3870,to pour pudding_box 17 into bowl 1 \n,(:goal (and (poured pudding_box 17 bowl 1)))) \n
3871,to pour pudding_box 17 into bowl 3 \n,(:goal (and (poured pudding_box 17 bowl 3)))) \n
3872,to pour pudding_box 17 into bowl 5 \n,(:goal (and (poured pudding_box 17 bowl 5)))) \n
3873,to pour pudding_box 17 into bowl 6 \n,(:goal (and (poured pudding_box 17 bowl 6)))) \n
3874,to pour pudding_box 17 into bowl 8 \n,(:goal (and (poured pudding_box 17 bowl 8)))) \n
3875,to pour pudding_box 17 into bowl 9 \n,(:goal (and (poured pudding_box 17 bowl 9)))) \n
3876,to pour pudding_box 17 into bowl 10 \n,(:goal (and (poured pudding_box 17 bowl 10)))) \n
3877,to pour pudding_box 17 into bowl 11 \n,(:goal (and (poured pudding_box 17 bowl 11)))) \n
3878,to pour pudding_box 17 into bowl 12 \n,(:goal (and (poured pudding_box 17 bowl 12)))) \n
3879,to pour pudding_box 17 into bowl 13 \n,(:goal (and (poured pudding_box 17 bowl 13)))) \n
3880,to pour pudding_box 17 into bowl 14 \n,(:goal (and (poured pudding_box 17 bowl 14)))) \n
3881,to pour pudding_box 17 into bowl 15 \n,(:goal (and (poured pudding_box 17 bowl 15)))) \n
3882,to pour pudding_box 17 into bowl 16 \n,(:goal (and (poured pudding_box 17 bowl 16)))) \n
3883,to pour pudding_box 17 into bowl 18 \n,(:goal (and (poured pudding_box 17 bowl 18)))) \n
3884,to pour pudding_box 17 into bowl 20 \n,(:goal (and (poured pudding_box 17 bowl 20)))) \n
3885,to pour pudding_box 17 into bowl 21 \n,(:goal (and (poured pudding_box 17 bowl 21)))) \n
3886,to pour pudding_box 17 into bowl 22 \n,(:goal (and (poured pudding_box 17 bowl 22)))) \n
3887,to pour pudding_box 17 into bowl 23 \n,(:goal (and (poured pudding_box 17 bowl 23)))) \n
3888,to pour pudding_box 17 into bowl 24 \n,(:goal (and (poured pudding_box 17 bowl 24)))) \n
3889,to pour pudding_box 17 into bowl 26 \n,(:goal (and (poured pudding_box 17 bowl 26)))) \n
3890,to pour pudding_box 17 into bowl 27 \n,(:goal (and (poured pudding_box 17 bowl 27)))) \n
3891,to pour pudding_box 17 into bowl 30 \n,(:goal (and (poured pudding_box 17 bowl 30)))) \n
3892,to pour pudding_box 17 into bowl 31 \n,(:goal (and (poured pudding_box 17 bowl 31)))) \n
3893,to pour pudding_box 17 into bowl 32 \n,(:goal (and (poured pudding_box 17 bowl 32)))) \n
3894,to pour pudding_box 18 into bowl 1 \n,(:goal (and (poured pudding_box 18 bowl 1)))) \n
3895,to pour pudding_box 18 into bowl 2 \n,(:goal (and (poured pudding_box 18 bowl 2)))) \n
3896,to pour pudding_box 18 into bowl 4 \n,(:goal (and (poured pudding_box 18 bowl 4)))) \n
3897,to pour pudding_box 18 into bowl 5 \n,(:goal (and (poured pudding_box 18 bowl 5)))) \n
3898,to pour pudding_box 18 into bowl 6 \n,(:goal (and (poured pudding_box 18 bowl 6)))) \n
3899,to pour pudding_box 18 into bowl 7 \n,(:goal (and (poured pudding_box 18 bowl 7)))) \n
3900,to pour pudding_box 18 into bowl 8 \n,(:goal (and (poured pudding_box 18 bowl 8)))) \n
3901,to pour pudding_box 18 into bowl 9 \n,(:goal (and (poured pudding_box 18 bowl 9)))) \n
3902,to pour pudding_box 18 into bowl 10 \n,(:goal (and (poured pudding_box 18 bowl 10)))) \n
3903,to pour pudding_box 18 into bowl 11 \n,(:goal (and (poured pudding_box 18 bowl 11)))) \n
3904,to pour pudding_box 18 into bowl 12 \n,(:goal (and (poured pudding_box 18 bowl 12)))) \n
3905,to pour pudding_box 18 into bowl 13 \n,(:goal (and (poured pudding_box 18 bowl 13)))) \n
3906,to pour pudding_box 18 into bowl 15 \n,(:goal (and (poured pudding_box 18 bowl 15)))) \n
3907,to pour pudding_box 18 into bowl 16 \n,(:goal (and (poured pudding_box 18 bowl 16)))) \n
3908,to pour pudding_box 18 into bowl 19 \n,(:goal (and (poured pudding_box 18 bowl 19)))) \n
3909,to pour pudding_box 18 into bowl 20 \n,(:goal (and (poured pudding_box 18 bowl 20)))) \n
3910,to pour pudding_box 18 into bowl 21 \n,(:goal (and (poured pudding_box 18 bowl 21)))) \n
3911,to pour pudding_box 18 into bowl 22 \n,(:goal (and (poured pudding_box 18 bowl 22)))) \n
3912,to pour pudding_box 18 into bowl 23 \n,(:goal (and (poured pudding_box 18 bowl 23)))) \n
3913,to pour pudding_box 18 into bowl 24 \n,(:goal (and (poured pudding_box 18 bowl 24)))) \n
3914,to pour pudding_box 18 into bowl 26 \n,(:goal (and (poured pudding_box 18 bowl 26)))) \n
3915,to pour pudding_box 18 into bowl 27 \n,(:goal (and (poured pudding_box 18 bowl 27)))) \n
3916,to pour pudding_box 18 into bowl 28 \n,(:goal (and (poured pudding_box 18 bowl 28)))) \n
3917,to pour pudding_box 18 into bowl 30 \n,(:goal (and (poured pudding_box 18 bowl 30)))) \n
3918,to pour pudding_box 18 into bowl 31 \n,(:goal (and (poured pudding_box 18 bowl 31)))) \n
3919,to pour pudding_box 18 into bowl 32 \n,(:goal (and (poured pudding_box 18 bowl 32)))) \n
3920,to pour pudding_box 19 into bowl 1 \n,(:goal (and (poured pudding_box 19 bowl 1)))) \n
3921,to pour pudding_box 19 into bowl 2 \n,(:goal (and (poured pudding_box 19 bowl 2)))) \n
3922,to pour pudding_box 19 into bowl 3 \n,(:goal (and (poured pudding_box 19 bowl 3)))) \n
3923,to pour pudding_box 19 into bowl 4 \n,(:goal (and (poured pudding_box 19 bowl 4)))) \n
3924,to pour pudding_box 19 into bowl 5 \n,(:goal (and (poured pudding_box 19 bowl 5)))) \n
3925,to pour pudding_box 19 into bowl 6 \n,(:goal (and (poured pudding_box 19 bowl 6)))) \n
3926,to pour pudding_box 19 into bowl 7 \n,(:goal (and (poured pudding_box 19 bowl 7)))) \n
3927,to pour pudding_box 19 into bowl 8 \n,(:goal (and (poured pudding_box 19 bowl 8)))) \n
3928,to pour pudding_box 19 into bowl 9 \n,(:goal (and (poured pudding_box 19 bowl 9)))) \n
3929,to pour pudding_box 19 into bowl 10 \n,(:goal (and (poured pudding_box 19 bowl 10)))) \n
3930,to pour pudding_box 19 into bowl 11 \n,(:goal (and (poured pudding_box 19 bowl 11)))) \n
3931,to pour pudding_box 19 into bowl 12 \n,(:goal (and (poured pudding_box 19 bowl 12)))) \n
3932,to pour pudding_box 19 into bowl 13 \n,(:goal (and (poured pudding_box 19 bowl 13)))) \n
3933,to pour pudding_box 19 into bowl 14 \n,(:goal (and (poured pudding_box 19 bowl 14)))) \n
3934,to pour pudding_box 19 into bowl 15 \n,(:goal (and (poured pudding_box 19 bowl 15)))) \n
3935,to pour pudding_box 19 into bowl 16 \n,(:goal (and (poured pudding_box 19 bowl 16)))) \n
3936,to pour pudding_box 19 into bowl 17 \n,(:goal (and (poured pudding_box 19 bowl 17)))) \n
3937,to pour pudding_box 19 into bowl 18 \n,(:goal (and (poured pudding_box 19 bowl 18)))) \n
3938,to pour pudding_box 19 into bowl 20 \n,(:goal (and (poured pudding_box 19 bowl 20)))) \n
3939,to pour pudding_box 19 into bowl 21 \n,(:goal (and (poured pudding_box 19 bowl 21)))) \n
3940,to pour pudding_box 19 into bowl 23 \n,(:goal (and (poured pudding_box 19 bowl 23)))) \n
3941,to pour pudding_box 19 into bowl 25 \n,(:goal (and (poured pudding_box 19 bowl 25)))) \n
3942,to pour pudding_box 19 into bowl 26 \n,(:goal (and (poured pudding_box 19 bowl 26)))) \n
3943,to pour pudding_box 19 into bowl 27 \n,(:goal (and (poured pudding_box 19 bowl 27)))) \n
3944,to pour pudding_box 19 into bowl 28 \n,(:goal (and (poured pudding_box 19 bowl 28)))) \n
3945,to pour pudding_box 19 into bowl 29 \n,(:goal (and (poured pudding_box 19 bowl 29)))) \n
3946,to pour pudding_box 19 into bowl 30 \n,(:goal (and (poured pudding_box 19 bowl 30)))) \n
3947,to pour pudding_box 19 into bowl 31 \n,(:goal (and (poured pudding_box 19 bowl 31)))) \n
3948,to pour pudding_box 19 into bowl 32 \n,(:goal (and (poured pudding_box 19 bowl 32)))) \n
3949,to pour pudding_box 20 into bowl 1 \n,(:goal (and (poured pudding_box 20 bowl 1)))) \n
3950,to pour pudding_box 20 into bowl 2 \n,(:goal (and (poured pudding_box 20 bowl 2)))) \n
3951,to pour pudding_box 20 into bowl 3 \n,(:goal (and (poured pudding_box 20 bowl 3)))) \n
3952,to pour pudding_box 20 into bowl 4 \n,(:goal (and (poured pudding_box 20 bowl 4)))) \n
3953,to pour pudding_box 20 into bowl 6 \n,(:goal (and (poured pudding_box 20 bowl 6)))) \n
3954,to pour pudding_box 20 into bowl 7 \n,(:goal (and (poured pudding_box 20 bowl 7)))) \n
3955,to pour pudding_box 20 into bowl 8 \n,(:goal (and (poured pudding_box 20 bowl 8)))) \n
3956,to pour pudding_box 20 into bowl 9 \n,(:goal (and (poured pudding_box 20 bowl 9)))) \n
3957,to pour pudding_box 20 into bowl 10 \n,(:goal (and (poured pudding_box 20 bowl 10)))) \n
3958,to pour pudding_box 20 into bowl 12 \n,(:goal (and (poured pudding_box 20 bowl 12)))) \n
3959,to pour pudding_box 20 into bowl 13 \n,(:goal (and (poured pudding_box 20 bowl 13)))) \n
3960,to pour pudding_box 20 into bowl 14 \n,(:goal (and (poured pudding_box 20 bowl 14)))) \n
3961,to pour pudding_box 20 into bowl 15 \n,(:goal (and (poured pudding_box 20 bowl 15)))) \n
3962,to pour pudding_box 20 into bowl 16 \n,(:goal (and (poured pudding_box 20 bowl 16)))) \n
3963,to pour pudding_box 20 into bowl 17 \n,(:goal (and (poured pudding_box 20 bowl 17)))) \n
3964,to pour pudding_box 20 into bowl 18 \n,(:goal (and (poured pudding_box 20 bowl 18)))) \n
