ID,Ours,PDDL
558,to pour tuna_fish_can 25 into bowl 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
559,to pour tomato_soup_can 22 into bowl 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
560,to pour tomato_soup_can 12 into bowl 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
561,to pour tomato_soup_can 3 into bowl 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
562,to pour tomato_soup_can 19 into bowl 11 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
563,to pour tomato_soup_can 26 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
564,to pour tomato_soup_can 18 into bowl 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
565,to pour tomato_soup_can 32 into bowl 12 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
566,to pour tomato_soup_can 13 into bowl 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
567,to pour tomato_soup_can 3 into bowl 28 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
568,to pour pudding_box 18 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
569,to pour pudding_box 12 into bowl 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
570,to pour pudding_box 25 into bowl 32 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
571,to pour pudding_box 6 into bowl 24 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
572,to pour pudding_box 14 into bowl 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
573,to pour pudding_box 5 into bowl 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
574,to pour pudding_box 23 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
575,to pour pudding_box 12 into bowl 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
576,to pour pudding_box 31 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
577,to pour mustard_bottle 32 into bowl 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
578,to pour mustard_bottle 7 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
579,to pour mustard_bottle 2 into bowl 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
580,to pour mustard_bottle 3 into bowl 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
581,to pour mustard_bottle 27 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
582,to pour mustard_bottle 23 into bowl 32 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
583,to pour mustard_bottle 12 into bowl 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
584,to pour mustard_bottle 17 into bowl 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
585,to pour mustard_bottle 1 into bowl 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
586,to pour mustard_bottle 29 into bowl 9 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
587,to pour gelatin_box 16 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
588,to pour gelatin_box 32 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
589,to pour gelatin_box 6 into bowl 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
590,to pour gelatin_box 29 into bowl 22 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
591,to pour gelatin_box 21 into bowl 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
592,to pour gelatin_box 11 into bowl 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
593,to pour gelatin_box 10 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
594,to pour gelatin_box 25 into bowl 1 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
595,to pour gelatin_box 10 into bowl 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
596,to pour gelatin_box 6 into bowl 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
597,to pour cracker_box 9 into bowl 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
598,to pour cracker_box 16 into bowl 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
599,to pour cracker_box 22 into bowl 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
600,to pour cracker_box 27 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
601,to pour cracker_box 3 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
602,to pour cracker_box 24 into bowl 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
603,to pour cracker_box 8 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
604,to pour cracker_box 32 into bowl 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
605,to pour cracker_box 8 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
606,to pour pitcher_base 14 into mug 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
607,to pour pitcher_base 32 into mug 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
608,to pour pitcher_base 8 into mug 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
609,to pour pitcher_base 5 into mug 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
610,to pour pitcher_base 14 into mug 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
611,to pour pitcher_base 4 into mug 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
612,to pour pitcher_base 18 into mug 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
613,to pour pitcher_base 17 into mug 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
614,to pour pitcher_base 15 into mug 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
615,to pour sugar_box 5 into mug 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
616,to pour sugar_box 28 into mug 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
617,to pour sugar_box 20 into mug 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
618,to pour sugar_box 26 into mug 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
619,to pour sugar_box 6 into mug 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
620,to pour sugar_box 12 into mug 28 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
621,to pour sugar_box 4 into mug 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
622,to pour sugar_box 20 into mug 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
623,to pour sugar_box 12 into mug 11 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
624,to pour sugar_box 25 into mug 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
625,to pour tuna_fish_can 14 into bowl 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
626,to pour tuna_fish_can 6 into bowl 12 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
627,to pour tuna_fish_can 15 into bowl 22 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
628,to pour tuna_fish_can 15 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
629,to pour tuna_fish_can 1 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
630,to pour tuna_fish_can 6 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
631,to pour tuna_fish_can 12 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
632,to pour tuna_fish_can 19 into bowl 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
633,to pour tuna_fish_can 17 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
634,to pour tuna_fish_can 13 into bowl 1 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
635,to pour tomato_soup_can 27 into bowl 22 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
636,to pour tomato_soup_can 12 into bowl 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
637,to pour tomato_soup_can 28 into bowl 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
638,to pour tomato_soup_can 18 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
639,to pour tomato_soup_can 14 into bowl 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
640,to pour tomato_soup_can 31 into bowl 9 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
641,to pour tomato_soup_can 32 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
642,to pour tomato_soup_can 20 into bowl 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
643,to pour tomato_soup_can 4 into bowl 32 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
644,to pour pudding_box 27 into bowl 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
645,to pour pudding_box 2 into bowl 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
646,to pour pudding_box 15 into bowl 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
647,to pour pudding_box 13 into bowl 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
648,to pour pudding_box 15 into bowl 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
649,to pour pudding_box 10 into bowl 1 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
650,to pour pudding_box 27 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
651,to pour pudding_box 24 into bowl 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
652,to pour pudding_box 28 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
653,to pour pudding_box 3 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
654,to pour mustard_bottle 31 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
655,to pour mustard_bottle 28 into bowl 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
656,to pour mustard_bottle 12 into bowl 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
657,to pour mustard_bottle 28 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
658,to pour mustard_bottle 7 into bowl 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
659,to pour mustard_bottle 32 into bowl 9 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
660,to pour mustard_bottle 21 into bowl 1 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
661,to pour mustard_bottle 26 into bowl 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
662,to pour mustard_bottle 10 into bowl 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
663,to pour mustard_bottle 18 into bowl 28 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
664,to pour gelatin_box 23 into bowl 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
665,to pour gelatin_box 21 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
666,to pour gelatin_box 28 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
667,to pour gelatin_box 5 into bowl 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
668,to pour gelatin_box 5 into bowl 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
669,to pour gelatin_box 13 into bowl 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
670,to pour gelatin_box 5 into bowl 11 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
671,to pour gelatin_box 21 into bowl 10 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
672,to pour gelatin_box 13 into bowl 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
673,to pour gelatin_box 11 into bowl 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
674,to pour cracker_box 8 into bowl 22 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
675,to pour cracker_box 18 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
676,to pour cracker_box 20 into bowl 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
677,to pour cracker_box 7 into bowl 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
678,to pour cracker_box 19 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
679,to pour cracker_box 15 into bowl 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
680,to pour cracker_box 30 into bowl 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
681,to pour cracker_box 13 into bowl 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
682,to pour pitcher_base 28 into mug 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
683,to pour pitcher_base 18 into mug 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
684,to pour pitcher_base 19 into mug 22 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
685,to pour pitcher_base 31 into mug 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
686,to pour pitcher_base 32 into mug 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
687,to pour pitcher_base 21 into mug 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
688,to pour pitcher_base 24 into mug 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
689,to pour pitcher_base 10 into mug 24 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
690,to pour pitcher_base 20 into mug 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
691,to pour sugar_box 12 into mug 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
692,to pour sugar_box 10 into mug 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
693,to pour sugar_box 15 into mug 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
694,to pour sugar_box 10 into mug 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
695,to pour sugar_box 25 into mug 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
696,to pour sugar_box 19 into mug 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
697,to pour sugar_box 19 into mug 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
698,to pour sugar_box 1 into mug 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
699,to pour sugar_box 4 into mug 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
700,to pour sugar_box 26 into mug 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
701,to pour tuna_fish_can 13 into bowl 22 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
702,to pour tuna_fish_can 26 into bowl 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
703,to pour tuna_fish_can 15 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
704,to pour tuna_fish_can 16 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
705,to pour tuna_fish_can 7 into bowl 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
706,to pour tuna_fish_can 12 into bowl 32 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
707,to pour tuna_fish_can 10 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
708,to pour tuna_fish_can 27 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
709,to pour tomato_soup_can 31 into bowl 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
710,to pour tomato_soup_can 14 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
711,to pour tomato_soup_can 19 into bowl 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
712,to pour tomato_soup_can 30 into bowl 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
713,to pour tomato_soup_can 21 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
714,to pour tomato_soup_can 18 into bowl 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
715,to pour tomato_soup_can 13 into bowl 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
716,to pour tomato_soup_can 29 into bowl 28 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
717,to pour tomato_soup_can 6 into bowl 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
718,to pour pudding_box 26 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
719,to pour pudding_box 29 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
720,to pour pudding_box 22 into bowl 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
721,to pour pudding_box 23 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
722,to pour pudding_box 15 into bowl 24 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
723,to pour pudding_box 7 into bowl 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
724,to pour pudding_box 9 into bowl 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
725,to pour pudding_box 23 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
726,to pour pudding_box 12 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
727,to pour mustard_bottle 1 into bowl 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
728,to pour mustard_bottle 30 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
729,to pour mustard_bottle 29 into bowl 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
730,to pour mustard_bottle 27 into bowl 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
731,to pour mustard_bottle 3 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
732,to pour mustard_bottle 10 into bowl 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
733,to pour mustard_bottle 4 into bowl 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
734,to pour mustard_bottle 6 into bowl 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
735,to pour gelatin_box 5 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
736,to pour gelatin_box 22 into bowl 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
737,to pour gelatin_box 15 into bowl 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
738,to pour gelatin_box 22 into bowl 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
739,to pour gelatin_box 2 into bowl 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
740,to pour gelatin_box 30 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
741,to pour gelatin_box 2 into bowl 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
742,to pour gelatin_box 14 into bowl 28 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
743,to pour gelatin_box 29 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
744,to pour cracker_box 23 into bowl 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
745,to pour cracker_box 20 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
746,to pour cracker_box 2 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
747,to pour cracker_box 24 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
748,to pour cracker_box 25 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
749,to pour cracker_box 24 into bowl 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
750,to pour cracker_box 3 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
751,to pour cracker_box 21 into bowl 24 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
752,to pour cracker_box 11 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
753,to pour cracker_box 26 into bowl 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
754,to pour pitcher_base 23 into mug 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
755,to pour pitcher_base 18 into mug 32 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
756,to pour pitcher_base 10 into mug 12 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
757,to pour pitcher_base 27 into mug 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
758,to pour pitcher_base 28 into mug 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
759,to pour pitcher_base 26 into mug 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
760,to pour pitcher_base 26 into mug 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
761,to pour pitcher_base 14 into mug 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
762,to pour pitcher_base 19 into mug 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
763,to pour sugar_box 8 into mug 12 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
764,to pour sugar_box 20 into mug 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
765,to pour sugar_box 14 into mug 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
766,to pour sugar_box 26 into mug 9 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
767,to pour sugar_box 20 into mug 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
768,to pour sugar_box 13 into mug 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
769,to pour tuna_fish_can 12 into bowl 9 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
770,to pour tuna_fish_can 22 into bowl 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
771,to pour tuna_fish_can 15 into bowl 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
772,to pour tuna_fish_can 18 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
773,to pour tuna_fish_can 29 into bowl 24 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
774,to pour tuna_fish_can 25 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
775,to pour tuna_fish_can 26 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
776,to pour tuna_fish_can 27 into bowl 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
777,to pour tuna_fish_can 7 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
778,to pour tomato_soup_can 23 into bowl 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
779,to pour tomato_soup_can 8 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
780,to pour tomato_soup_can 25 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
781,to pour tomato_soup_can 14 into bowl 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
782,to pour tomato_soup_can 28 into bowl 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
783,to pour tomato_soup_can 17 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
784,to pour tomato_soup_can 9 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
785,to pour tomato_soup_can 12 into bowl 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
786,to pour tomato_soup_can 21 into bowl 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
787,to pour pudding_box 18 into bowl 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
788,to pour pudding_box 12 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
789,to pour pudding_box 26 into bowl 10 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
790,to pour pudding_box 25 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
791,to pour pudding_box 4 into bowl 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
792,to pour pudding_box 32 into bowl 9 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
793,to pour pudding_box 17 into bowl 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
794,to pour pudding_box 13 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
795,to pour pudding_box 16 into bowl 24 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
796,to pour mustard_bottle 21 into bowl 10 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
797,to pour mustard_bottle 8 into bowl 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
798,to pour mustard_bottle 21 into bowl 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
799,to pour mustard_bottle 21 into bowl 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
800,to pour mustard_bottle 18 into bowl 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
801,to pour mustard_bottle 32 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
802,to pour mustard_bottle 18 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
803,to pour mustard_bottle 3 into bowl 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
804,to pour mustard_bottle 1 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
805,to pour mustard_bottle 10 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
806,to pour gelatin_box 16 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
807,to pour gelatin_box 1 into bowl 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
808,to pour gelatin_box 19 into bowl 22 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
809,to pour gelatin_box 6 into bowl 12 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
810,to pour gelatin_box 22 into bowl 28 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
811,to pour gelatin_box 17 into bowl 24 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
812,to pour gelatin_box 22 into bowl 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
813,to pour gelatin_box 15 into bowl 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
814,to pour cracker_box 17 into bowl 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
815,to pour cracker_box 8 into bowl 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
816,to pour cracker_box 13 into bowl 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
817,to pour cracker_box 11 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
818,to pour cracker_box 29 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
819,to pour cracker_box 9 into bowl 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
820,to pour cracker_box 24 into bowl 22 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
821,to pour cracker_box 8 into bowl 1 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
822,to pour pitcher_base 9 into mug 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
823,to pour pitcher_base 26 into mug 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
824,to pour pitcher_base 31 into mug 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
825,to pour pitcher_base 5 into mug 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
826,to pour pitcher_base 6 into mug 28 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
827,to pour pitcher_base 25 into mug 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
828,to pour pitcher_base 13 into mug 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
829,to pour pitcher_base 1 into mug 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
830,to pour pitcher_base 29 into mug 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
831,to pour sugar_box 6 into mug 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
832,to pour sugar_box 5 into mug 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
833,to pour sugar_box 2 into mug 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
834,to pour sugar_box 2 into mug 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
835,to pour sugar_box 8 into mug 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
836,to pour sugar_box 30 into mug 22 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
