ID,Task,Subject Name,Experiment,Objects,Trial,Annotation file
722,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 32 \n,BBM07,Expt 3 (Opening),Potted meat can,Trial 3,Trial 3.xml
723,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 31 \n,BBM07,Expt 3 (Opening),Potted meat can,Trial 4,Trial 4.xml
724,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 14 \n,BBM07,Expt 3 (Opening),Potted meat can,Trial 5,Trial 5.xml
725,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 21 \n,BBM07,Expt 3 (Opening),Potted meat can,Trial 6,Trial 6.xml
726,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 24 \n,BBM07,Expt 3 (Opening),Potted meat can,Trial 7,Trial 7.xml
727,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 1 \n,BBM07,Expt 3 (Opening),Potted meat can,Trial 8,Trial 8.xml
728,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 15 \n,BBM07,Expt 3 (Opening),Potted meat can,Trial 9,Trial 9.xml
729,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 28 \n,BBM07,Expt 3 (Opening),Potted meat can,Trial 10,Trial 10.xml
730,approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to open sugar_box 19 \n,BBM07,Expt 3 (Opening),Sugar box,Trial 1,Trial 1.xml
731,approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to open sugar_box 29 \n,BBM07,Expt 3 (Opening),Sugar box,Trial 2,Trial 2.xml
732,approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to open sugar_box 27 \n,BBM07,Expt 3 (Opening),Sugar box,Trial 3,Trial 3.xml
733,approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to open sugar_box 9 \n,BBM07,Expt 3 (Opening),Sugar box,Trial 4,Trial 4.xml
734,approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to open sugar_box 6 \n,BBM07,Expt 3 (Opening),Sugar box,Trial 5,Trial 5.xml
735,approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to open sugar_box 2 \n,BBM07,Expt 3 (Opening),Sugar box,Trial 6,Trial 6.xml
736,approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to open sugar_box 12 \n,BBM07,Expt 3 (Opening),Sugar box,Trial 7,Trial 7.xml
737,approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to open sugar_box 1 \n,BBM07,Expt 3 (Opening),Sugar box,Trial 8,Trial 8.xml
738,approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to open sugar_box 16 \n,BBM07,Expt 3 (Opening),Sugar box,Trial 9,Trial 9.xml
739,approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to open sugar_box 18 \n,BBM07,Expt 3 (Opening),Sugar box,Trial 10,Trial 10.xml
740,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 11 \n,BBM07,Expt 3 (Opening),Tomato soup can,Trial 1,Trial 1.xml
741,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 2 \n,BBM07,Expt 3 (Opening),Tomato soup can,Trial 2,Trial 2.xml
742,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 15 \n,BBM07,Expt 3 (Opening),Tomato soup can,Trial 3,Trial 3.xml
743,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 17 \n,BBM07,Expt 3 (Opening),Tomato soup can,Trial 4,Trial 4.xml
744,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 8 \n,BBM07,Expt 3 (Opening),Tomato soup can,Trial 5,Trial 5.xml
745,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 16 \n,BBM07,Expt 3 (Opening),Tomato soup can,Trial 6,Trial 6.xml
746,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 30 \n,BBM07,Expt 3 (Opening),Tomato soup can,Trial 7,Trial 7.xml
747,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 20 \n,BBM07,Expt 3 (Opening),Tomato soup can,Trial 8,Trial 8.xml
748,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can to open tomato_soup_can 1 \n,BBM07,Expt 3 (Opening),Tomato soup can,Trial 9,Trial 9.xml
749,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 22 \n,BBM07,Expt 3 (Opening),Tomato soup can,Trial 10,Trial 10.xml
750,approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handleft tuna_fish_can to open tuna_fish_can 5 \n,BBM07,Expt 3 (Opening),Tuna fish can,Trial 1,Trial 1.xml
751,approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handleft tuna_fish_can to open tuna_fish_can 14 \n,BBM07,Expt 3 (Opening),Tuna fish can,Trial 2,Trial 2.xml
752,approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handleft tuna_fish_can to open tuna_fish_can 11 \n,BBM07,Expt 3 (Opening),Tuna fish can,Trial 3,Trial 3.xml
753,approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handleft tuna_fish_can to open tuna_fish_can 7 \n,BBM07,Expt 3 (Opening),Tuna fish can,Trial 4,Trial 4.xml
754,approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handleft tuna_fish_can to open tuna_fish_can 16 \n,BBM07,Expt 3 (Opening),Tuna fish can,Trial 5,Trial 5.xml
755,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 20 \n,BBM07,Expt 3 (Opening),Tuna fish can,Trial 6,Trial 6.xml
756,approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handleft tuna_fish_can to open tuna_fish_can 1 \n,BBM07,Expt 3 (Opening),Tuna fish can,Trial 7,Trial 7.xml
757,approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handleft tuna_fish_can to open tuna_fish_can 27 \n,BBM07,Expt 3 (Opening),Tuna fish can,Trial 8,Trial 8.xml
758,approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handleft tuna_fish_can to open tuna_fish_can 26 \n,BBM07,Expt 3 (Opening),Tuna fish can,Trial 9,Trial 9.xml
759,approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handleft tuna_fish_can to open tuna_fish_can 6 \n,BBM07,Expt 3 (Opening),Tuna fish can,Trial 10,Trial 10.xml
760,approach handright cracker_box and enclose handright cracker_box and approach handleft cracker_box to open cracker_box 7 \n,BBM07,Expt 3 (Opening),Cracker box,Trial 1,Trial 1.xml
761,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 24 \n,BBM07,Expt 3 (Opening),Cracker box,Trial 2,Trial 2.xml
762,approach handright cracker_box and enclose handright cracker_box and approach handleft cracker_box to open cracker_box 1 \n,BBM07,Expt 3 (Opening),Cracker box,Trial 3,Trial 3.xml
763,approach handright cracker_box and enclose handright cracker_box and approach handleft cracker_box to open cracker_box 21 \n,BBM07,Expt 3 (Opening),Cracker box,Trial 4,Trial 4.xml
764,approach handright cracker_box and enclose handright cracker_box and approach handleft cracker_box to open cracker_box 28 \n,BBM07,Expt 3 (Opening),Cracker box,Trial 5,Trial 5.xml
765,approach handright cracker_box and enclose handright cracker_box and approach handleft cracker_box to open cracker_box 32 \n,BBM07,Expt 3 (Opening),Cracker box,Trial 6,Trial 6.xml
766,approach handright cracker_box and enclose handright cracker_box and approach handleft cracker_box to open cracker_box 10 \n,BBM07,Expt 3 (Opening),Cracker box,Trial 7,Trial 7.xml
767,approach handright cracker_box and enclose handright cracker_box and approach handleft cracker_box to open cracker_box 15 \n,BBM07,Expt 3 (Opening),Cracker box,Trial 8,Trial 8.xml
768,approach handright cracker_box and enclose handright cracker_box and approach handleft cracker_box to open cracker_box 20 \n,BBM07,Expt 3 (Opening),Cracker box,Trial 9,Trial 9.xml
769,approach handright cracker_box and enclose handright cracker_box and approach handleft cracker_box to open cracker_box 18 \n,BBM07,Expt 3 (Opening),Cracker box,Trial 10,Trial 10.xml
770,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 27 \n,BBM08,Expt 3 (Opening),Bleach cleanser,Trial 1,Trial 1.xml
771,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 20 \n,BBM08,Expt 3 (Opening),Bleach cleanser,Trial 2,Trial 2.xml
772,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 29 \n,BBM08,Expt 3 (Opening),Bleach cleanser,Trial 3,Trial 3.xml
773,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 14 \n,BBM08,Expt 3 (Opening),Bleach cleanser,Trial 4,Trial 4.xml
774,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 21 \n,BBM08,Expt 3 (Opening),Bleach cleanser,Trial 5,Trial 5.xml
775,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 28 \n,BBM08,Expt 3 (Opening),Bleach cleanser,Trial 6,Trial 6.xml
776,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 11 \n,BBM08,Expt 3 (Opening),Bleach cleanser,Trial 7,Trial 7.xml
777,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 19 \n,BBM08,Expt 3 (Opening),Bleach cleanser,Trial 8,Trial 8.xml
778,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 8 \n,BBM08,Expt 3 (Opening),Bleach cleanser,Trial 9,Trial 9.xml
779,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 6 \n,BBM08,Expt 3 (Opening),Bleach cleanser,Trial 10,Trial 10.xml
780,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 3 \n,BBM08,Expt 3 (Opening),Gelatin box,Trial 1,Trial 1.xml
781,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 5 \n,BBM08,Expt 3 (Opening),Gelatin box,Trial 2,Trial 2.xml
782,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 16 \n,BBM08,Expt 3 (Opening),Gelatin box,Trial 3,Trial 3.xml
783,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 21 \n,BBM08,Expt 3 (Opening),Gelatin box,Trial 4,Trial 4.xml
784,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 12 \n,BBM08,Expt 3 (Opening),Gelatin box,Trial 5,Trial 5.xml
785,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 30 \n,BBM08,Expt 3 (Opening),Gelatin box,Trial 6,Trial 6.xml
786,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 20 \n,BBM08,Expt 3 (Opening),Gelatin box,Trial 7,Trial 7.xml
787,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 15 \n,BBM08,Expt 3 (Opening),Gelatin box,Trial 8,Trial 8.xml
788,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 28 \n,BBM08,Expt 3 (Opening),Gelatin box,Trial 9,Trial 9.xml
789,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 25 \n,BBM08,Expt 3 (Opening),Gelatin box,Trial 10,Trial 10.xml
790,approach handright marker and enclose handright marker and approach handleft marker to open marker 22 \n,BBM08,Expt 3 (Opening),Marker,Trial 1,Trial 1.xml
791,approach handright marker and enclose handright marker and approach handleft marker to open marker 27 \n,BBM08,Expt 3 (Opening),Marker,Trial 2,Trial 2.xml
792,approach handright marker and enclose handright marker and approach handleft marker to open marker 24 \n,BBM08,Expt 3 (Opening),Marker,Trial 3,Trial 3.xml
793,approach handright marker and enclose handright marker and approach handleft marker to open marker 31 \n,BBM08,Expt 3 (Opening),Marker,Trial 4,Trial 4.xml
794,approach handright marker and enclose handright marker and approach handleft marker to open marker 23 \n,BBM08,Expt 3 (Opening),Marker,Trial 5,Trial 5.xml
795,approach handright marker and enclose handright marker and approach handleft marker to open marker 17 \n,BBM08,Expt 3 (Opening),Marker,Trial 6,Trial 6.xml
796,approach handright marker and enclose handright marker and approach handleft marker to open marker 15 \n,BBM08,Expt 3 (Opening),Marker,Trial 7,Trial 7.xml
797,approach handright marker and enclose handright marker and approach handleft marker to open marker 1 \n,BBM08,Expt 3 (Opening),Marker,Trial 8,Trial 8.xml
798,approach handright marker and enclose handright marker and approach handleft marker to open marker 20 \n,BBM08,Expt 3 (Opening),Marker,Trial 9,Trial 9.xml
799,approach handright marker and enclose handright marker and approach handleft marker to open marker 14 \n,BBM08,Expt 3 (Opening),Marker,Trial 10,Trial 10.xml
800,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 14 \n,BBM08,Expt 3 (Opening),Master chef can,Trial 1,Trial 1.xml
801,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 2 \n,BBM08,Expt 3 (Opening),Master chef can,Trial 2,Trial 2.xml
802,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 30 \n,BBM08,Expt 3 (Opening),Master chef can,Trial 3,Trial 3.xml
803,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 22 \n,BBM08,Expt 3 (Opening),Master chef can,Trial 4,Trial 4.xml
804,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 7 \n,BBM08,Expt 3 (Opening),Master chef can,Trial 5,Trial 5.xml
805,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 23 \n,BBM08,Expt 3 (Opening),Master chef can,Trial 6,Trial 6.xml
806,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 4 \n,BBM08,Expt 3 (Opening),Master chef can,Trial 7,Trial 7.xml
807,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 16 \n,BBM08,Expt 3 (Opening),Master chef can,Trial 8,Trial 8.xml
808,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 11 \n,BBM08,Expt 3 (Opening),Master chef can,Trial 9,Trial 9.xml
809,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 28 \n,BBM08,Expt 3 (Opening),Master chef can,Trial 10,Trial 10.xml
810,approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handright mustard_bottle to open mustard_bottle 20 \n,BBM08,Expt 3 (Opening),Mustard bottle,Trial 1,Trial 1.xml
811,approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handright mustard_bottle to open mustard_bottle 18 \n,BBM08,Expt 3 (Opening),Mustard bottle,Trial 2,Trial 2.xml
812,approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handright mustard_bottle to open mustard_bottle 31 \n,BBM08,Expt 3 (Opening),Mustard bottle,Trial 3,Trial 3.xml
813,approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handright mustard_bottle to open mustard_bottle 13 \n,BBM08,Expt 3 (Opening),Mustard bottle,Trial 4,Trial 4.xml
814,approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handright mustard_bottle to open mustard_bottle 25 \n,BBM08,Expt 3 (Opening),Mustard bottle,Trial 5,Trial 5.xml
815,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle to open mustard_bottle 30 \n,BBM08,Expt 3 (Opening),Mustard bottle,Trial 6,Trial 6.xml
816,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle to open mustard_bottle 7 \n,BBM08,Expt 3 (Opening),Mustard bottle,Trial 7,Trial 7.xml
817,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle to open mustard_bottle 24 \n,BBM08,Expt 3 (Opening),Mustard bottle,Trial 8,Trial 8.xml
818,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle to open mustard_bottle 23 \n,BBM08,Expt 3 (Opening),Mustard bottle,Trial 9,Trial 9.xml
819,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle to open mustard_bottle 14 \n,BBM08,Expt 3 (Opening),Mustard bottle,Trial 10,Trial 10.xml
820,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 27 \n,BBM08,Expt 3 (Opening),Pitcher base,Trial 1,Trial 1.xml
821,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 18 \n,BBM08,Expt 3 (Opening),Pitcher base,Trial 2,Trial 2.xml
822,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 8 \n,BBM08,Expt 3 (Opening),Pitcher base,Trial 3,Trial 3.xml
823,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 29 \n,BBM08,Expt 3 (Opening),Pitcher base,Trial 4,Trial 4.xml
824,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 16 \n,BBM08,Expt 3 (Opening),Pitcher base,Trial 5,Trial 5.xml
825,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 13 \n,BBM08,Expt 3 (Opening),Pitcher base,Trial 6,Trial 6.xml
826,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 26 \n,BBM08,Expt 3 (Opening),Pitcher base,Trial 7,Trial 7.xml
827,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 25 \n,BBM08,Expt 3 (Opening),Pitcher base,Trial 8,Trial 8.xml
828,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 12 \n,BBM08,Expt 3 (Opening),Pitcher base,Trial 9,Trial 9.xml
829,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 11 \n,BBM08,Expt 3 (Opening),Pitcher base,Trial 10,Trial 10.xml
830,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 19 \n,BBM08,Expt 3 (Opening),Potted meat can,Trial 1,Trial 1.xml
831,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 15 \n,BBM08,Expt 3 (Opening),Potted meat can,Trial 2,Trial 2.xml
832,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 26 \n,BBM08,Expt 3 (Opening),Potted meat can,Trial 3,Trial 3.xml
833,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 22 \n,BBM08,Expt 3 (Opening),Potted meat can,Trial 4,Trial 4.xml
834,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 2 \n,BBM08,Expt 3 (Opening),Potted meat can,Trial 5,Trial 5.xml
835,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 16 \n,BBM08,Expt 3 (Opening),Potted meat can,Trial 6,Trial 6.xml
836,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 17 \n,BBM08,Expt 3 (Opening),Potted meat can,Trial 7,Trial 7.xml
837,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 25 \n,BBM08,Expt 3 (Opening),Potted meat can,Trial 8,Trial 8.xml
838,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 32 \n,BBM08,Expt 3 (Opening),Potted meat can,Trial 9,Trial 9.xml
839,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 20 \n,BBM08,Expt 3 (Opening),Potted meat can,Trial 10,Trial 10.xml
840,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 1 \n,BBM08,Expt 3 (Opening),Sugar box,Trial 1,Trial 1.xml
841,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 12 \n,BBM08,Expt 3 (Opening),Sugar box,Trial 2,Trial 2.xml
842,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 26 \n,BBM08,Expt 3 (Opening),Sugar box,Trial 3,Trial 3.xml
843,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 22 \n,BBM08,Expt 3 (Opening),Sugar box,Trial 4,Trial 4.xml
844,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 18 \n,BBM08,Expt 3 (Opening),Sugar box,Trial 5,Trial 5.xml
845,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 28 \n,BBM08,Expt 3 (Opening),Sugar box,Trial 6,Trial 6.xml
846,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 2 \n,BBM08,Expt 3 (Opening),Sugar box,Trial 7,Trial 7.xml
847,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 25 \n,BBM08,Expt 3 (Opening),Sugar box,Trial 8,Trial 8.xml
848,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 4 \n,BBM08,Expt 3 (Opening),Sugar box,Trial 9,Trial 9.xml
849,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 14 \n,BBM08,Expt 3 (Opening),Sugar box,Trial 10,Trial 10.xml
850,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 1 \n,BBM08,Expt 3 (Opening),Tomato soup can,Trial 1,Trial 1.xml
851,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 8 \n,BBM08,Expt 3 (Opening),Tomato soup can,Trial 2,Trial 2.xml
852,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 30 \n,BBM08,Expt 3 (Opening),Tomato soup can,Trial 3,Trial 3.xml
853,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 22 \n,BBM08,Expt 3 (Opening),Tomato soup can,Trial 4,Trial 4.xml
854,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 15 \n,BBM08,Expt 3 (Opening),Tomato soup can,Trial 5,Trial 5.xml
855,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 6 \n,BBM08,Expt 3 (Opening),Tomato soup can,Trial 6,Trial 6.xml
856,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 16 \n,BBM08,Expt 3 (Opening),Tomato soup can,Trial 7,Trial 7.xml
857,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 17 \n,BBM08,Expt 3 (Opening),Tomato soup can,Trial 8,Trial 8.xml
858,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 2 \n,BBM08,Expt 3 (Opening),Tomato soup can,Trial 9,Trial 9.xml
859,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 27 \n,BBM08,Expt 3 (Opening),Tomato soup can,Trial 10,Trial 10.xml
860,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 17 \n,BBM08,Expt 3 (Opening),Tuna fish can,Trial 1,Trial 1.xml
861,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 3 \n,BBM08,Expt 3 (Opening),Tuna fish can,Trial 2,Trial 2.xml
862,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 18 \n,BBM08,Expt 3 (Opening),Tuna fish can,Trial 3,Trial 3.xml
863,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 2 \n,BBM08,Expt 3 (Opening),Tuna fish can,Trial 4,Trial 4.xml
864,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 26 \n,BBM08,Expt 3 (Opening),Tuna fish can,Trial 5,Trial 5.xml
865,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 22 \n,BBM08,Expt 3 (Opening),Tuna fish can,Trial 6,Trial 6.xml
866,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 14 \n,BBM08,Expt 3 (Opening),Tuna fish can,Trial 7,Trial 7.xml
867,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 10 \n,BBM08,Expt 3 (Opening),Tuna fish can,Trial 8,Trial 8.xml
868,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 18 \n,BBM08,Expt 3 (Opening),Tuna fish can,Trial 9,Trial 9.xml
869,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 24 \n,BBM08,Expt 3 (Opening),Tuna fish can,Trial 10,Trial 10.xml
870,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 32 \n,BBM08,Expt 3 (Opening),Cracker box,Trial 1,Trial 1.xml
871,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 30 \n,BBM08,Expt 3 (Opening),Cracker box,Trial 2,Trial 2.xml
872,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 4 \n,BBM08,Expt 3 (Opening),Cracker box,Trial 3,Trial 3.xml
873,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 5 \n,BBM08,Expt 3 (Opening),Cracker box,Trial 4,Trial 4.xml
874,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 13 \n,BBM08,Expt 3 (Opening),Cracker box,Trial 5,Trial 5.xml
875,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 3 \n,BBM08,Expt 3 (Opening),Cracker box,Trial 6,Trial 6.xml
876,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 25 \n,BBM08,Expt 3 (Opening),Cracker box,Trial 7,Trial 7.xml
